순번,대학(원),학과(부),학년,이수구분,학수번호,교과목명,교과목명(영문),담당교수,Teaching method,수업방법,시간표,학점,강의실
2180,교직,교직,2,교직,0007877003,학교폭력예방및학생의이해,Introduction to School Violence Prevention and Counselling,안동근,online class,온라인(동영상), [NC207:금(6)(7)],2,미추홀타워  별관A동-207 강의실[NC207]
2181,교직,교직,2,교직,YAA9011001,교육심리,EDUCATIONAL PSYCHOLOGY,안동근,online class,온라인(동영상), [NC602:화(2)(3)],2,미추홀타워  별관A동-602 강의실[NC602]
2182,교직,교직,2,교직,YAA9011002,교육심리,EDUCATIONAL PSYCHOLOGY,안동근,online class,온라인(동영상), [NC602:금(2)(3)],2,미추홀타워  별관A동-602 강의실[NC602]
2183,교직,교직,2,교직,YAA9015001,교육평가,EVALUATION OF EDUCATION,김성연,online class,온라인(화상), [NC207:월(5)(6)],2,미추홀타워  별관A동-207 강의실[NC207]
2184,교직,교직,2,교직,YAA9015002,교육평가,EVALUATION OF EDUCATION,김성연,online class,온라인(화상), [NC602:목(6)(7)],2,미추홀타워  별관A동-602 강의실[NC602]
2185,교직,교직,3,교직,0001342001,교직실무,Student Teaching Practicum,,on and offline class,온라인(동영상+화상)+오프라인, [NC602:수(7)(8)],2,미추홀타워  별관A동-602 강의실[NC602]
2186,교직,교직,3,교직,0001342002,교직실무,Student Teaching Practicum,이현정,online class,온라인(동영상+화상), [NC207:금(2)(3)],2,미추홀타워  별관A동-207 강의실[NC207]
2187,교직,교직,3,교직,0002760001,교육방법및교육공학,Teaching Method and Educational Technology,,on and offline class,온라인(동영상+화상)+오프라인, [NC602:수(2)(3)],2,미추홀타워  별관A동-602 강의실[NC602]
2188,교직,교직,3,교직,0002760002,교육방법및교육공학,Teaching Method and Educational Technology,,on and offline class,온라인(동영상+화상)+오프라인, [NC602:수(5)(6)],2,미추홀타워  별관A동-602 강의실[NC602]
2189,교직,교직,3,교직,0009809001,혁신교육의이해,Understanding of Innovation Education,윤영돈,online class,온라인(동영상), [NC602:목(8)(9)],2,미추홀타워  별관A동-602 강의실[NC602]
2190,교직,교직,4,교직,0001331002,교육봉사활동,Educational Community Activities,고영화,,,0,2,0
2191,교직,교직,4,교직,0001331003,교육봉사활동,Educational Community Activities,이현정,,,0,2,0
2192,교직,교직,4,교직,0001331004,교육봉사활동,Educational Community Activities,조선영,,,0,2,0
2193,교직,교직,4,교직,0001331005,교육봉사활동,Educational Community Activities,오혜영,,,0,2,0
2194,교직,교직,4,교직,0001331006,교육봉사활동,Educational Community Activities,양종현,,,0,2,0
2195,교직,교직,4,교직,0001331007,교육봉사활동,Educational Community Activities,황성온,,,0,2,0
2196,교직,교직,4,교직,0001331008,교육봉사활동,Educational Community Activities,신유아,,,0,2,0
2197,교직,교직,4,교직,0001331009,교육봉사활동,Educational Community Activities,김윤경,,,0,2,0
2198,교직,교직,4,교직,0002757001,특수교육학개론,EDUCATION FOR EXCEPTIONAL CHILDREN,박정식,on and offline class,온라인(화상)+오프라인, [NC602:월(야1)(야2)],2,미추홀타워  별관A동-602 강의실[NC602]
2199,교직,교직,4,교직,0002757002,특수교육학개론,EDUCATION FOR EXCEPTIONAL CHILDREN,이효정,on and offline class,온라인(동영상+화상)+오프라인, [NC207:월(2)(3)],2,미추홀타워  별관A동-207 강의실[NC207]
2200,일선,일선,전학년,일반선택,0004597001,INU 리더십특강,Special Lectures on INU Leadership,취업경력개발원,online class,온라인(동영상),0,1,0
2201,일선,일선,전학년,일반선택,0005402001,평생교육실습,Lifelong Education Field Practice,조태준,on and offline class,온라인(동영상+화상)+오프라인, [SN304:월(7-8A)(8B-9)],3,제13호관 사회과학·글로벌정경대학-304 공동세미나실[SN304]
2202,일선,일선,전학년,일반선택,0005403001,성공창업전략,Successful Start-up Strategy,김기준,online class,온라인(동영상+화상), [SJ509:월(7)(8)(9)],3,제9호관 공동실험실습관-509 세미나실[SJ509]
2203,일선,일선,전학년,일반선택,0005404001,창업사례분석,Analysis of Start-UP Cases,홍선표,online class,온라인(동영상+화상), [SJ509:목(7)(8)(9)],3,제9호관 공동실험실습관-509 세미나실[SJ509]
2204,일선,일선,전학년,일반선택,0006102001,공직사회의이해,UnderstandingPublic Careers& GovernmentPositions,백형배,online class,온라인(동영상),0,1,0
2205,일선,일선,전학년,일반선택,0006102002,공직사회의이해,UnderstandingPublic Careers& GovernmentPositions,백형배,online class,온라인(동영상),0,1,0
2206,일선,일선,전학년,일반선택,0007048001,NCS의 이해,Understanding the NCS(national compentency standards),취업경력개발원,online class,온라인(동영상),0,1,0
2207,일선,일선,전학년,일반선택,0007048002,NCS의 이해,Understanding the NCS(national compentency standards),취업경력개발원,online class,온라인(동영상),0,1,0
2208,일선,일선,전학년,일반선택,0008589001,생활속의창업특허,Startup patent in daily life,김관호,online class,온라인(동영상+화상), [SJ509:월(4)(5)(6)],3,제9호관 공동실험실습관-509 세미나실[SJ509]
2209,일선,일선,전학년,일반선택,0008591001,스타트업비즈니스매너,Startup Business manner,김관호,online class,온라인(동영상), [SJ509:화(2)(3)(4)],3,제9호관 공동실험실습관-509 세미나실[SJ509]
2210,일선,일선,전학년,일반선택,0008592001,스타트업앱개발스킬,Startup App develop skill,안혜신,online class,온라인(동영상+화상), [ZZ200:수(2)(3)(4)],3,가상건물-200 온라인강의실[ZZ200]
2211,일선,일선,전학년,일반선택,0008594001,창업실습2,Practical training of STARTUP2,김관호,online class,온라인(화상),0,3,0
2212,일선,일선,전학년,일반선택,0008596001,창업현장실습2,Field placement of STARTUP2,김관호,online class,온라인(화상),0,6,0
2213,일선,일선,전학년,일반선택,0009343001,스타트업물류사례및트랜드,startup logistics examples and trends,신광섭,online class,온라인(동영상+화상), [SJ509:수(6)(7)(8)],3,제9호관 공동실험실습관-509 세미나실[SJ509]
2214,일선,일선,전학년,일반선택,0009344001,창업마케팅실습,startup Marketing Practice,김태민,online class,온라인(동영상+화상), [SJ509:목(1)(2)(3)],3,제9호관 공동실험실습관-509 세미나실[SJ509]
2215,일선,일선,전학년,일반선택,WAA1009001,평생교육경영론,LIFELONG EDUCATION MANAGEMENT,김은비 ,online class,온라인(동영상+화상),0,3,0
2216,일선,일선,전학년,일반선택,WAA1010001,평생교육프로그램개발론,LIFELONG EDUCATION PROGRAM DEVELOPMENT,김은비 ,online class,온라인(동영상+화상),0,3,0
2217,일선,일선,전학년,일반선택,WAA1011001,청소년교육개론,INTRODUCTION TO THE YOUTH EDUCATION,박선영,online class,온라인(동영상+화상),0,3,0
2218,일선,일선,4,일반선택,0007049001,핵심취업전략특강,"Special Lectures on
Core Strategy for Employment",취업경력개발원,online class,온라인(동영상),0,1,0
2219,일선,일선,4,일반선택,0007049002,핵심취업전략특강,"Special Lectures on
Core Strategy for Employment",취업경력개발원,online class,온라인(동영상),0,1,0
2220,군사학,군사학,3,군사학,0009313001,안전및조직관리사례연구,Security and organization management case study research,학군단,offline class,오프라인," [SW208:화(1)(2)(3),금(5)(6)(7)]",3,제22호관 학군단-208 3학년강의실/전산실[SW208]
2221,군사학,군사학,4,군사학,0009315001,조직리더십사례연구,Organization leadership case study research,학군단,offline class,오프라인," [SW206:화(1)(2)(3),금(5)(6)(7)]",3,제22호관 학군단-206 4학년강의실/전산실[SW206]
2222,기타,광전자공학전공(연계),전학년,전공선택,VAB1002001,파동광학,WAVE OPTICS,박영미,on and offline class,온라인(동영상)+오프라인," [SF326:수(2)(3),목(7)]",3,제5호관 자연과학대학·생명과학기술대학-326 강의실(소)-2[SF326]
2223,기타,광전자공학전공(연계),전학년,전공선택,VAB1003001,광계측학,OPTICAL MEASUREMENT,김재순,offline class,오프라인, [SF326:화(1-2A)(2B-3)],3,제5호관 자연과학대학·생명과학기술대학-326 강의실(소)-2[SF326]
2224,기타,물류학전공(연계),전학년,전공기초,0003183001,해운경영론,Business of Shipping,,online class,온라인(동영상), [SO104:수(8)(9)(야1)],3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2225,기타,물류학전공(연계),전학년,전공기초,0004291001,물류와SCM의이해,Understanding of Logistics and SCM,김진수,online class,온라인(동영상), [SO104:화(야1)(야2)(야3)],3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2226,기타,물류학전공(연계),전학년,전공필수,0005822001,물류서비스경영론,Service Management in Logistics,신광섭,online class,온라인(동영상+화상)," [SO104:화(7-8A),수(2B-3)]",3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2227,기타,물류학전공(연계),전학년,전공필수,VAC2001001,물류의사결정론,LOGISTICS DECISION SYSTEMS,민윤홍,online class,온라인(동영상+화상)," [SO104:화(1-2A),목(1-2A)]",3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2228,기타,물류학전공(연계),전학년,전공필수,VAC2003001,항공운송론,AIR TRANSPORTATION,이향숙,online class,온라인(동영상)," [SO104:월(7)(8),화(3)]",3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2229,기타,물류학전공(연계),전학년,전공선택,0000473001,물류관계법,Logistics Regulations and laws,김학수,online class,온라인(동영상), [SO104:월(2)(3)(4)],3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2230,기타,물류학전공(연계),전학년,전공선택,VAC2004001,재고.창고관리,WAREHOUSE/INVENTORY MANAGEMENT SYSTEMS,송상화,online class,온라인(동영상)," [SO104:목(2B-3),금(2B-3)]",3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2231,기타,물류학전공(연계),전학년,전공선택,VAC2010001,국제물류.운송기업론,GLOBAL LOGISTICS AND TRANSPORTATION,하민호,online class,온라인(동영상+화상)," [SO104:화(4-5A),목(4-5A)]",3,제14호관 동북아경제·경영-104 강의실(물류대학원)[SO104]
2232,기타,인공지능소프트웨어연계전공,전학년,전공선택,0008370001,기계학습,Machine Learning,성미영,on and offline class,온라인(동영상+화상)+오프라인," [SH415:월(7-8A),목(5B-6)]",3,제7호관 정보기술대학-415 컴퓨터실습실-2[SH415]
2233,기타,인공지능소프트웨어연계전공,전학년,전공선택,0008869001,인공지능과 자율주행로봇,Artificial Intelligence for Autonomous Mobile Robots,황광일,online class,온라인(동영상)," [SH311:수(7-8A),금(2B-3)]",3,제7호관 정보기술대학-311 대학원강의실[SH311]
2234,기타,"MICE,스포츠및관광연계전공",전학년,전공선택,0008379001,Hospitality 산업 소개,Introduction to the hospitality indust,김경미,online class,온라인(동영상)," [SO201:월(8B-9),화(8B-9)]",3,제14호관 동북아경제·경영-201 컴퓨터실[SO201]
2235,기타,"MICE,스포츠및관광연계전공",전학년,전공선택,0008383001,스포츠 및 관광 분야의 금융 애플리케이션,Financial applications in sport & tourism,홍진배,online class,온라인(화상)," [SA213:월(1-2A),수(1-2A)]",3,제2호관 교수회관-213 강의실[SA213]
2236,기타,창의적디자인연계전공,전학년,전공선택,0008439001,디자인 중심 비즈니스,Design-driven business,현지훈,on and offline class,온라인(동영상+화상)+오프라인, [SY2404A:수(2)(3)(4)],3,제28호관 도시과학대학-404A 강의실[SY2404A]
2237,기타,창의적디자인연계전공,전학년,전공선택,0008439002,디자인 중심 비즈니스,Design-driven business,현지훈,on and offline class,온라인(동영상+화상)+오프라인, [ST210:수(7)(8)(9)],3,제19호관 국제교류관-210 디자인학부 실습실[ST210]
2238,기타,창의적디자인연계전공,전학년,전공선택,0008441001,디자인을위한 시각화 및 표현 기술,Visualization and presentation techniques for design,현지훈,on and offline class,온라인(동영상+화상)+오프라인, [SY2404A:화(7)(8)(9)],3,제28호관 도시과학대학-404A 강의실[SY2404A]
2239,기타,뷰티산업연계전공,전학년,전공선택,0008895001,피부생리,Skin Physiology,최은미,on and offline class,온라인(동영상)+오프라인, [SF420:수(2B-3)] [SF421:화(2B-3)],3,"제5호관 자연과학대학·생명과학기술대학-420 강의실(중)-4[SF420], 제5호관 자연과학대학·생명과학기술대학-421 강의실(소)-4[SF421]"
2240,기타,뷰티산업연계전공,전학년,전공선택,0008896001,화장품 기획 및 마케팅,Cosmetic Merchandising & Marketing,,on and offline class,온라인(화상)+오프라인, [SF421:수(4-5A)(5B-6)],3,제5호관 자연과학대학·생명과학기술대학-421 강의실(소)-4[SF421]
2241,기타,뷰티산업연계전공,3,전공선택,0008889001,계면화학,Interfacial Chemistry,김진호,offline class,오프라인, [SF420:월(2B-3)] [SF421:수(1-2A)],3,"제5호관 자연과학대학·생명과학기술대학-420 강의실(중)-4[SF420], 제5호관 자연과학대학·생명과학기술대학-421 강의실(소)-4[SF421]"
